# X-ray-like data generated for model core_shell_sphere with parameters:
# radius = 150
# thickness = 40
# sld_core = 4
# sld_shell = 4
# sld_solvent = 6
# scale = 0.012
# background = 0.001
#    Q             counts           error          sigmaQ
3.221871e-01    9.802374e-04    3.663319e-05    2.191112e-03
3.243478e-01    1.114404e-03    3.905984e-05    2.205777e-03
3.265231e-01    1.021309e-03    3.739277e-05    2.220539e-03
3.287130e-01    1.087023e-03    3.857700e-05    2.235401e-03
3.309175e-01    1.081547e-03    3.847971e-05    2.250362e-03
3.331368e-01    1.073333e-03    3.833331e-05    2.265425e-03
3.353710e-01    1.018571e-03    3.734261e-05    2.280588e-03
3.376202e-01    1.069225e-03    3.825989e-05    2.295853e-03
3.398845e-01    1.007618e-03    3.714130e-05    2.311221e-03
3.421639e-01    1.081547e-03    3.847971e-05    2.326692e-03
3.444587e-01    1.054166e-03    3.798950e-05    2.342268e-03
3.467688e-01    1.014463e-03    3.726725e-05    2.357947e-03
3.490944e-01    9.816064e-04    3.665876e-05    2.373732e-03
3.514357e-01    1.039106e-03    3.771717e-05    2.389624e-03
3.537926e-01    1.067856e-03    3.823539e-05    2.405621e-03
3.561653e-01    1.036368e-03    3.766745e-05    2.421727e-03
3.585540e-01    1.059642e-03    3.808805e-05    2.437940e-03
3.609587e-01    1.066487e-03    3.821087e-05    2.454263e-03
3.633794e-01    9.829755e-04    3.668432e-05    2.470695e-03
3.658165e-01    1.003511e-03    3.706553e-05    2.487238e-03
3.682699e-01    1.081547e-03    3.847971e-05    2.503891e-03
3.707397e-01    9.774993e-04    3.658199e-05    2.520657e-03
3.732261e-01    1.002142e-03    3.704024e-05    2.537535e-03
3.757291e-01    1.036368e-03    3.766745e-05    2.554526e-03
3.782490e-01    1.065118e-03    3.818634e-05    2.571632e-03
3.807857e-01    1.082916e-03    3.850405e-05    2.588853e-03
3.833395e-01    9.843445e-04    3.670985e-05    2.606189e-03
3.859104e-01    1.029523e-03    3.754284e-05    2.623642e-03
3.884985e-01    1.000773e-03    3.701493e-05    2.641211e-03
3.911040e-01    9.857136e-04    3.673538e-05    2.658899e-03
3.937270e-01    1.017202e-03    3.731751e-05    2.676706e-03
3.963676e-01    1.021309e-03    3.739277e-05    2.694632e-03
3.990258e-01    1.018571e-03    3.734261e-05    2.712679e-03
4.017019e-01    9.870826e-04    3.676088e-05    2.730847e-03
4.043960e-01    1.066487e-03    3.821087e-05    2.749137e-03
4.071081e-01    1.045952e-03    3.784120e-05    2.767550e-03
4.098384e-01    1.003511e-03    3.706553e-05    2.786086e-03
4.125870e-01    1.061011e-03    3.811264e-05    2.804747e-03
4.153540e-01    1.052797e-03    3.796482e-05    2.823533e-03
4.181396e-01    9.966659e-04    3.693890e-05    2.842445e-03
4.209439e-01    9.555945e-04    3.616979e-05    2.861484e-03
4.237670e-01    1.011726e-03    3.721692e-05    2.880652e-03
4.266090e-01    1.008987e-03    3.716653e-05    2.899947e-03
4.294701e-01    1.000773e-03    3.701493e-05    2.919373e-03
4.323504e-01    1.025416e-03    3.746788e-05    2.938929e-03
4.352500e-01    9.884516e-04    3.678636e-05    2.958616e-03
4.381690e-01    1.011726e-03    3.721692e-05    2.978435e-03
4.411076e-01    1.026785e-03    3.749289e-05    2.998387e-03
4.440659e-01    1.019940e-03    3.736770e-05    3.018474e-03
4.470441e-01    1.059642e-03    3.808805e-05    3.038695e-03
4.500422e-01    1.059642e-03    3.808805e-05    3.059052e-03
4.530605e-01    9.720231e-04    3.647937e-05    3.079546e-03
4.560989e-01    1.011726e-03    3.721692e-05    3.100177e-03
4.591578e-01    1.080178e-03    3.845535e-05    3.120947e-03
4.622372e-01    9.980350e-04    3.696426e-05    3.141856e-03
4.653372e-01    1.029523e-03    3.754284e-05    3.162906e-03
4.684580e-01    1.000773e-03    3.701493e-05    3.184097e-03
4.715998e-01    1.050059e-03    3.791543e-05    3.205430e-03
4.747626e-01    9.446422e-04    3.596191e-05    3.226906e-03
4.779466e-01    1.043214e-03    3.779164e-05    3.248526e-03
4.811520e-01    9.898207e-04    3.681183e-05    3.270292e-03
4.843789e-01    1.039106e-03    3.771717e-05    3.292204e-03
4.876274e-01    9.733922e-04    3.650506e-05    3.314263e-03
4.908977e-01    9.610707e-04    3.627328e-05    3.336470e-03
4.941899e-01    1.008987e-03    3.716653e-05    3.358826e-03
4.975043e-01    9.761302e-04    3.655637e-05    3.381332e-03
5.008408e-01    9.692850e-04    3.642796e-05    3.403989e-03
5.041997e-01    1.030892e-03    3.756780e-05    3.426798e-03
5.075812e-01    1.051428e-03    3.794013e-05    3.449760e-03
5.109853e-01    1.050059e-03    3.791543e-05    3.472877e-03
5.144123e-01    1.039106e-03    3.771717e-05    3.496149e-03
5.178622e-01    1.017202e-03    3.731751e-05    3.519577e-03
5.213353e-01    1.004880e-03    3.709081e-05    3.543162e-03
5.248317e-01    9.638089e-04    3.632491e-05    3.566905e-03
5.283515e-01    1.007618e-03    3.714130e-05    3.590808e-03
5.318949e-01    9.843445e-04    3.670985e-05    3.614871e-03
5.354621e-01    1.014463e-03    3.726725e-05    3.639096e-03
5.390532e-01    1.013095e-03    3.724210e-05    3.663483e-03
5.426684e-01    9.980350e-04    3.696426e-05    3.688034e-03
5.463078e-01    9.651779e-04    3.635070e-05    3.712750e-03
5.499717e-01    1.006249e-03    3.711606e-05    3.737631e-03
5.536601e-01    9.597017e-04    3.624743e-05    3.762680e-03
5.573733e-01    9.610707e-04    3.627328e-05    3.787896e-03
5.611113e-01    1.055535e-03    3.801416e-05    3.813282e-03
5.648745e-01    1.021309e-03    3.739277e-05    3.838839e-03
5.686628e-01    1.063749e-03    3.816179e-05    3.864567e-03
5.724766e-01    1.019940e-03    3.736770e-05    3.890467e-03
5.763160e-01    9.473802e-04    3.601399e-05    3.916542e-03
5.801811e-01    1.010356e-03    3.719173e-05    3.942791e-03
5.840721e-01    1.039106e-03    3.771717e-05    3.969216e-03
5.879892e-01    1.084285e-03    3.852839e-05    3.995819e-03
5.919326e-01    1.103452e-03    3.886742e-05    4.022601e-03
5.959025e-01    1.024047e-03    3.744286e-05    4.049561e-03
5.998989e-01    1.024047e-03    3.744286e-05    4.076704e-03
6.039222e-01    9.542255e-04    3.614387e-05    4.104028e-03
6.079724e-01    9.501184e-04    3.606600e-05    4.131535e-03
6.120498e-01    9.282136e-04    3.564783e-05    4.159227e-03
6.161546e-01    1.007618e-03    3.714130e-05    4.187105e-03
6.202869e-01    9.377970e-04    3.583138e-05    4.215170e-03
6.244469e-01    9.994041e-04    3.698960e-05    4.243424e-03
6.286348e-01    1.011726e-03    3.721692e-05    4.271866e-03
6.328508e-01    1.040475e-03    3.774201e-05    4.300500e-03
6.370950e-01    9.241065e-04    3.556888e-05    4.329326e-03
6.413677e-01    1.062380e-03    3.813723e-05    4.358345e-03
6.456691e-01    9.994041e-04    3.698960e-05    4.387559e-03
6.499993e-01    1.021309e-03    3.739277e-05    4.416970e-03
6.543586e-01    1.004880e-03    3.709081e-05    4.446577e-03
6.587471e-01    9.597017e-04    3.624743e-05    4.476383e-03
6.631650e-01    9.966659e-04    3.693890e-05    4.506389e-03
6.676126e-01    1.006249e-03    3.711606e-05    4.536597e-03
6.720900e-01    1.048690e-03    3.789070e-05    4.567007e-03
6.765974e-01    1.043214e-03    3.779164e-05    4.597621e-03
6.811351e-01    1.014463e-03    3.726725e-05    4.628440e-03
6.857031e-01    1.017202e-03    3.731751e-05    4.659466e-03
6.903019e-01    1.028154e-03    3.751788e-05    4.690701e-03
6.949314e-01    9.336898e-04    3.575283e-05    4.722145e-03
6.995920e-01    9.802374e-04    3.663319e-05    4.753801e-03
7.042839e-01    1.017202e-03    3.731751e-05    4.785668e-03
7.090072e-01    1.011726e-03    3.721692e-05    4.817749e-03
7.137622e-01    9.870826e-04    3.676088e-05    4.850046e-03
7.185491e-01    9.939279e-04    3.688812e-05    4.882559e-03
7.233681e-01    1.089761e-03    3.862556e-05    4.915291e-03
7.282194e-01    9.884516e-04    3.678636e-05    4.948241e-03
7.331033e-01    9.980350e-04    3.696426e-05    4.981413e-03
7.380199e-01    9.802374e-04    3.663319e-05    5.014808e-03
7.429695e-01    1.019940e-03    3.736770e-05    5.048427e-03
7.479523e-01    9.569636e-04    3.619569e-05    5.082271e-03
7.529684e-01    9.460113e-04    3.598796e-05    5.116343e-03
7.580183e-01    9.816064e-04    3.665876e-05    5.150642e-03
7.631020e-01    9.076779e-04    3.525129e-05    5.185172e-03
7.682198e-01    9.788683e-04    3.660760e-05    5.219934e-03
7.733719e-01    9.309517e-04    3.570037e-05    5.254929e-03
7.785586e-01    1.074702e-03    3.835774e-05    5.290159e-03
7.837800e-01    9.706541e-04    3.645368e-05    5.325625e-03
7.890365e-01    1.030892e-03    3.756780e-05    5.361329e-03
7.943282e-01    1.011726e-03    3.721692e-05    5.397272e-03
