# X-ray-like data generated for model core_shell_sphere with parameters:
# radius = 150
# thickness = 40
# sld_core = 4
# sld_shell = 4
# sld_solvent = 6
# scale = 0.01
# background = 0.001
#    Q             counts           error          sigmaQ
3.221871e-01    1.018800e-03    3.409285e-05    2.191112e-03
3.243478e-01    1.057590e-03    3.473581e-05    2.205777e-03
3.265231e-01    1.057590e-03    3.473581e-05    2.220539e-03
3.287130e-01    1.091816e-03    3.529340e-05    2.235401e-03
3.309175e-01    1.018800e-03    3.409285e-05    2.250362e-03
3.331368e-01    1.064435e-03    3.484804e-05    2.265425e-03
3.353710e-01    1.029068e-03    3.426422e-05    2.280588e-03
3.376202e-01    1.034772e-03    3.435905e-05    2.295853e-03
3.398845e-01    1.086112e-03    3.520109e-05    2.311221e-03
3.421639e-01    1.111211e-03    3.560550e-05    2.326692e-03
3.444587e-01    1.049604e-03    3.460441e-05    2.342268e-03
3.467688e-01    9.845740e-04    3.351529e-05    2.357947e-03
3.490944e-01    1.003969e-03    3.384378e-05    2.373732e-03
3.514357e-01    9.811514e-04    3.345698e-05    2.389624e-03
3.537926e-01    9.765879e-04    3.337909e-05    2.405621e-03
3.561653e-01    9.959828e-04    3.370891e-05    2.421727e-03
3.585540e-01    1.000546e-03    3.378604e-05    2.437940e-03
3.609587e-01    1.016519e-03    3.405465e-05    2.454263e-03
3.633794e-01    1.071280e-03    3.495991e-05    2.470695e-03
3.658165e-01    1.019941e-03    3.411193e-05    2.487238e-03
3.682699e-01    1.003969e-03    3.384378e-05    2.503891e-03
3.707397e-01    1.006251e-03    3.388222e-05    2.520657e-03
3.732261e-01    9.857150e-04    3.353470e-05    2.537535e-03
3.757291e-01    1.038195e-03    3.441583e-05    2.554526e-03
3.782490e-01    1.054167e-03    3.467956e-05    2.571632e-03
3.807857e-01    1.021082e-03    3.413100e-05    2.588853e-03
3.833395e-01    1.000546e-03    3.378604e-05    2.606189e-03
3.859104e-01    1.032491e-03    3.432115e-05    2.623642e-03
3.884985e-01    1.007391e-03    3.390142e-05    2.641211e-03
3.911040e-01    1.046181e-03    3.454795e-05    2.658899e-03
3.937270e-01    1.043899e-03    3.451025e-05    2.676706e-03
3.963676e-01    1.037054e-03    3.439692e-05    2.694632e-03
3.990258e-01    1.054167e-03    3.467956e-05    2.712679e-03
4.017019e-01    1.013096e-03    3.399727e-05    2.730847e-03
4.043960e-01    9.959828e-04    3.370891e-05    2.749137e-03
4.071081e-01    1.027927e-03    3.424522e-05    2.767550e-03
4.098384e-01    1.025645e-03    3.420719e-05    2.786086e-03
4.125870e-01    9.686018e-04    3.324233e-05    2.804747e-03
4.153540e-01    1.024505e-03    3.418816e-05    2.823533e-03
4.181396e-01    1.068999e-03    3.492266e-05    2.842445e-03
4.209439e-01    1.068999e-03    3.492266e-05    2.861484e-03
4.237670e-01    9.925602e-04    3.365094e-05    2.880652e-03
4.266090e-01    1.051886e-03    3.464201e-05    2.899947e-03
4.294701e-01    1.035913e-03    3.437799e-05    2.919373e-03
4.323504e-01    1.063294e-03    3.482936e-05    2.938929e-03
4.352500e-01    9.948419e-04    3.368960e-05    2.958616e-03
4.381690e-01    9.800105e-04    3.343753e-05    2.978435e-03
4.411076e-01    1.018800e-03    3.409285e-05    2.998387e-03
4.440659e-01    1.019941e-03    3.411193e-05    3.018474e-03
4.470441e-01    1.018800e-03    3.409285e-05    3.038695e-03
4.500422e-01    1.007391e-03    3.390142e-05    3.059052e-03
4.530605e-01    9.948419e-04    3.368960e-05    3.079546e-03
4.560989e-01    1.041618e-03    3.447252e-05    3.100177e-03
4.591578e-01    1.065576e-03    3.486671e-05    3.120947e-03
4.622372e-01    9.754470e-04    3.335959e-05    3.141856e-03
4.653372e-01    1.005110e-03    3.386301e-05    3.162906e-03
4.684580e-01    9.229669e-04    3.244979e-05    3.184097e-03
4.715998e-01    1.057590e-03    3.473581e-05    3.205430e-03
4.747626e-01    9.035720e-04    3.210703e-05    3.226906e-03
4.779466e-01    9.686018e-04    3.324233e-05    3.248526e-03
4.811520e-01    1.008532e-03    3.392062e-05    3.270292e-03
4.843789e-01    1.034772e-03    3.435905e-05    3.292204e-03
4.876274e-01    9.914193e-04    3.363159e-05    3.314263e-03
4.908977e-01    1.001687e-03    3.380530e-05    3.336470e-03
4.941899e-01    9.788697e-04    3.341806e-05    3.358826e-03
4.975043e-01    1.010814e-03    3.395896e-05    3.381332e-03
5.008408e-01    9.731653e-04    3.332055e-05    3.403989e-03
5.041997e-01    1.032491e-03    3.432115e-05    3.426798e-03
5.075812e-01    9.800105e-04    3.343753e-05    3.449760e-03
5.109853e-01    9.126990e-04    3.226878e-05    3.472877e-03
5.144123e-01    9.720244e-04    3.330101e-05    3.496149e-03
5.178622e-01    1.032491e-03    3.432115e-05    3.519577e-03
5.213353e-01    1.010814e-03    3.395896e-05    3.543162e-03
5.248317e-01    9.788697e-04    3.341806e-05    3.566905e-03
5.283515e-01    1.001687e-03    3.380530e-05    3.590808e-03
5.318949e-01    1.031350e-03    3.430219e-05    3.614871e-03
5.354621e-01    1.061013e-03    3.479197e-05    3.639096e-03
5.390532e-01    1.054167e-03    3.467956e-05    3.663483e-03
5.426684e-01    1.059872e-03    3.477326e-05    3.688034e-03
5.463078e-01    9.594748e-04    3.308534e-05    3.712750e-03
5.499717e-01    9.492069e-04    3.290783e-05    3.737631e-03
5.536601e-01    1.053026e-03    3.466078e-05    3.762680e-03
5.573733e-01    9.891375e-04    3.359287e-05    3.787896e-03
5.611113e-01    9.651791e-04    3.318354e-05    3.813282e-03
5.648745e-01    9.674609e-04    3.322274e-05    3.838839e-03
5.686628e-01    1.023364e-03    3.416912e-05    3.864567e-03
5.724766e-01    9.640383e-04    3.316393e-05    3.890467e-03
5.763160e-01    1.049604e-03    3.460441e-05    3.916542e-03
5.801811e-01    1.048463e-03    3.458560e-05    3.942791e-03
5.840721e-01    1.033632e-03    3.434011e-05    3.969216e-03
5.879892e-01    1.010814e-03    3.395896e-05    3.995819e-03
5.919326e-01    1.002828e-03    3.382455e-05    4.022601e-03
5.959025e-01    1.022223e-03    3.415007e-05    4.049561e-03
5.998989e-01    9.868558e-04    3.355410e-05    4.076704e-03
6.039222e-01    9.857150e-04    3.353470e-05    4.104028e-03
6.079724e-01    1.014237e-03    3.401641e-05    4.131535e-03
6.120498e-01    9.822922e-04    3.347643e-05    4.159227e-03
6.161546e-01    1.008532e-03    3.392062e-05    4.187105e-03
6.202869e-01    1.033632e-03    3.434011e-05    4.215170e-03
6.244469e-01    9.834331e-04    3.349587e-05    4.243424e-03
6.286348e-01    1.040477e-03    3.445363e-05    4.271866e-03
6.328508e-01    9.925602e-04    3.365094e-05    4.300500e-03
6.370950e-01    9.560522e-04    3.302627e-05    4.329326e-03
6.413677e-01    1.022223e-03    3.415007e-05    4.358345e-03
6.456691e-01    9.469251e-04    3.286825e-05    4.387559e-03
6.499993e-01    9.743062e-04    3.334007e-05    4.416970e-03
6.543586e-01    9.788697e-04    3.341806e-05    4.446577e-03
6.587471e-01    1.000546e-03    3.378604e-05    4.476383e-03
6.631650e-01    9.743062e-04    3.334007e-05    4.506389e-03
6.676126e-01    9.389390e-04    3.272936e-05    4.536597e-03
6.720900e-01    1.040477e-03    3.445363e-05    4.567007e-03
6.765974e-01    1.011955e-03    3.397812e-05    4.597621e-03
6.811351e-01    1.017659e-03    3.407375e-05    4.628440e-03
6.857031e-01    1.037054e-03    3.439692e-05    4.659466e-03
6.903019e-01    9.514887e-04    3.294736e-05    4.690701e-03
6.949314e-01    9.994054e-04    3.376678e-05    4.722145e-03
6.995920e-01    1.001687e-03    3.380530e-05    4.753801e-03
7.042839e-01    9.697427e-04    3.326190e-05    4.785668e-03
7.090072e-01    1.035913e-03    3.437799e-05    4.817749e-03
7.137622e-01    1.033632e-03    3.434011e-05    4.850046e-03
7.185491e-01    1.017659e-03    3.407375e-05    4.882559e-03
7.233681e-01    1.042759e-03    3.449139e-05    4.915291e-03
7.282194e-01    9.914193e-04    3.363159e-05    4.948241e-03
7.331033e-01    9.925602e-04    3.365094e-05    4.981413e-03
7.380199e-01    1.037054e-03    3.439692e-05    5.014808e-03
7.429695e-01    1.009673e-03    3.393980e-05    5.048427e-03
7.479523e-01    1.015378e-03    3.403554e-05    5.082271e-03
7.529684e-01    9.663201e-04    3.320315e-05    5.116343e-03
7.580183e-01    1.024505e-03    3.418816e-05    5.150642e-03
7.631020e-01    1.031350e-03    3.430219e-05    5.185172e-03
7.682198e-01    1.001687e-03    3.380530e-05    5.219934e-03
7.733719e-01    1.010814e-03    3.395896e-05    5.254929e-03
7.785586e-01    1.033632e-03    3.434011e-05    5.290159e-03
7.837800e-01    1.027927e-03    3.424522e-05    5.325625e-03
7.890365e-01    9.400799e-04    3.274923e-05    5.361329e-03
7.943282e-01    9.446435e-04    3.282863e-05    5.397272e-03
